LBL            Z             N            A           Kinetic_P      Kinetic_N      Kinetic_total    Spin-orbit_energy    Coulomb_Direct   Coulomb_Exchange   Pairing_energy_P   Pairing_energy_N    HFB_Energy     LN_Energy_P    LN_Energy_N      HFB_Energy_LN    Fermi_Energy_P    Fermi_Energy_N    Quad_Def_Beta2_P     Quad_Def_Beta2_N    Quad_Def_Beta2_total    Quad_Moment_Q2_P    Quad_Moment_Q2_N    Quad_Moment_Q2_total    Pairing_gap_P     Pairing_gap_N    RMS_radius_P    RMS_radius_N    RMS_radius_total    Charge_Radius   
 S        16.000000     26.000000    42.000000       249.404233     471.090714       720.494946        -33.066755           52.755785         -5.775739          -2.788074          -4.892981       -342.945494      -1.544123      -1.756221       -346.245838       -17.022927         -4.878699           0.172429             0.169320              0.170398              0.380150            0.703547              1.083697             1.653555          1.658448        3.304892        3.559183          3.464512           3.400340   
 S        16.000000     28.000000    44.000000       246.600451     512.653463       759.253915        -37.584215           52.437075         -5.742458          -2.609796          -4.430762       -351.021411      -1.454141      -1.832071       -354.307624       -18.784218         -4.019431          -0.149708            -0.140230             -0.143299             -0.333355           -0.652109             -0.985465             1.537046          1.638920        3.321365        3.628324          3.519801           3.416353   
 S        16.000000     30.000000    46.000000       243.864285     548.616120       792.480405        -40.050299           52.111676         -5.707250          -2.538951          -3.499470       -357.390457      -1.426371      -1.717017       -360.533845       -20.332262         -2.942913          -0.142085            -0.131210             -0.134486             -0.320011           -0.685510             -1.005521             1.506891          1.491727        3.340361        3.715420          3.589412           3.434823   
 S        16.000000     32.000000    48.000000       242.076136     581.261523       823.337659        -42.758561           51.883052         -5.668524          -2.708954          -3.236971       -361.588717      -1.306666      -1.655369       -364.550752       -21.667473         -2.035339          -0.000003            -0.000002             -0.000002             -0.000006           -0.000011             -0.000017             1.445388          1.422237        3.347819        3.804884          3.658879           3.442077   
 S        16.000000     34.000000    50.000000       238.352025     609.010945       847.362970        -39.031527           51.443731         -5.622132          -2.782649          -3.917334       -363.763253      -1.317970      -1.674446       -366.755670       -22.945688         -0.949745          -0.000001             0.000000             -0.000001             -0.000002           -0.000003             -0.000005             1.447312          1.458473        3.375417        3.911077          3.748005           3.468925   
AR        18.000000     14.000000    32.000000       293.571774     231.721063       525.292837        -26.699818           67.432737         -6.756482          -3.024928          -3.586312       -246.800127      -1.752926      -2.022002       -250.575055        -1.858620        -17.547734          -0.000002            -0.000003             -0.000002             -0.000005           -0.000004             -0.000010             1.736513          2.101579        3.292119        3.079182          3.200703           3.387927   
AR        18.000000     16.000000    34.000000       293.080974     266.604153       559.685127        -25.635284           67.216392         -6.745279          -3.100344          -3.156090       -277.954131      -1.714688      -1.712952       -281.381771        -4.126042        -14.711532          -0.000002            -0.000002             -0.000002             -0.000004           -0.000003             -0.000008             1.709364          1.828632        3.294411        3.174334          3.238459           3.390154   
AR        18.000000     18.000000    36.000000       290.441135     298.574142       589.015277        -18.850182           66.745343         -6.709118          -3.174402          -3.582082       -304.144118      -1.686114      -1.814456       -307.644688        -6.436533        -12.783597          -0.000001            -0.000001             -0.000001             -0.000003           -0.000002             -0.000005             1.686549          1.800594        3.310438        3.264058          3.287330           3.405731   
AR        18.000000     20.000000    38.000000       287.707234     333.669033       621.376267        -13.859966           66.273909         -6.672297          -3.156450          -4.062900       -327.007004      -1.646396      -1.906573       -330.559973        -8.687205        -10.650518          -0.000001             0.000000             -0.000001             -0.000002           -0.000001             -0.000003             1.651159          1.956317        3.327808        3.341340          3.334937           3.422617   
AR        18.000000     22.000000    40.000000       285.815612     378.359954       664.175566        -16.926740           65.922128         -6.645136          -3.130971          -4.899730       -344.543277      -1.607377      -1.363024       -347.513679       -10.793079         -8.538945          -0.000001            -0.000001             -0.000001             -0.000003           -0.000003             -0.000007             1.614783          1.587916        3.341014        3.415610          3.382246           3.435459   
AR        18.000000     24.000000    42.000000       284.226471     426.924968       711.151439        -23.687968           65.609660         -6.620494          -3.227171          -6.021037       -359.396342      -1.601329      -1.501317       -362.498988       -12.776468         -7.579109          -0.000001            -0.000001             -0.000001             -0.000002           -0.000003             -0.000005             1.605305          1.634431        3.353256        3.482727          3.427838           3.447365   
AR        18.000000     26.000000    44.000000       282.387986     473.580641       755.968627        -30.423230           65.293106         -6.594579          -3.175444          -5.289322       -373.149341      -1.560177      -1.715181       -376.424698       -14.677004         -6.714135          -0.000012            -0.000011             -0.000012             -0.000031           -0.000047             -0.000078             1.567521          1.642233        3.366630        3.542573          3.471674           3.460375   
